name,brand,sku,category,revenue,momentum,claims,ingredients
Policosanol,GNC,DSLD-1395,Immunity,1775423,3.6,10 mg Conforms to USP <2091> for weight. Meets USP <2040> disintegration. For more information: Lot No./Best By: may help to maintain normal healthy cholesterol levels Place UPC Here SHOP NOW,Policosanol
Ultra Saw Palmetto Formula,GNC Men's,DSLD-1396,Immunity,3099316,3.4,3 C8381 11/98 Conforms to USP <2091> for weight. Meets USP <2040> disintegration. For more information: GNC GUARANTEE Use any GNC supplement for as little as 10 days. It you are not 100% completely satisfied return the unused portion of the product with proof of purchase to your GNC store for a complete refund of your purchase price. No questions asked! GNC QUALITY COMMITMENT GNC is the leader in the development and manufacture of dietary supplements committed to producing the highest quality products available. This commitment begins with quality designed supplement formulations. Every raw material that goes into a GNC supplement is guaranteed as to quality and potency. Each product is dated and then shipped immediately to our stores so you can be sure you are purchasing the freshest supplements available. At GNC we extend our quality commitment to you by offering our money back guarantee. Made in the USA PM0728 SATISFACTION GUARANTEED GNC SIZE,Zinc; Copper; Saw Palmetto Berries Extract; Korean Ginseng Root Extract; Pygeum Bark Extract
Horny Goat Weed,GNC Men's,DSLD-1397,Immunity,858492,4.6,Conforms to USP <2091> for weight. Meets USP <2040> disintegration. For more information: LEG MADE IN THE USA SIZE Visit us at,Horny Goat Weed extract; Maca root extract; Polypodium vulgare root powder
Horny Goat Weed,GNC Men's,DSLD-1398,Immunity,990332,5.7,Conforms to USP <2091> for weight. Meets USP <2040> disintegration. For more information: Lot No./Best By: Made in the USA SIZE Visit us at,Horny Goat Weed extract; Maca root extract; Polypodium vulgare root powder
Natural Ultra E 1000,GNC,DSLD-1399,Immunity,532064,7.3,1000 IU ACTUAL SIZE For more information: Lot No./Best By: Potencies verified by GNC procedures #5018 & #5121. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW,Vitamin A; Vitamin E
Natural E 400,GNC,DSLD-1400,Immunity,598556,1.2,100% natural mixed tocopherols 400 IU ACTUAL SIZE For more information: Lot No./Best By: Place UPC Here Potency verified by current USP. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW,Vitamin E
Natural E 400,GNC,DSLD-1401,Immunity,3471035,9.8,100% natural mixed tocopherols 400 IU ACTUAL SIZE For more information: Lot No./Best By: Made in the USA Place UPC Here Potency verified by current USP. Conforms to USP <2091> for weight. Meets USP <2040> disintegration.,Vitamin E
Natural E 400,GNC,DSLD-1402,Immunity,4307798,9.3,100% natural mixed tocopherols 400 IU ACTUAL SIZE For more information: Lot No./Best By: Made in the USA Place UPC Here Potency verified by current USP. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. Visit us at,Vitamin E
Natural E 400 With Selenium,GNC,DSLD-1403,Immunity,1210040,6.7,ACTUAL SIZE Conforms to USP <2091> for weight. Meets USP <2040> disintegration. For more information: helps support heart and prostate health Lot No./Best By: Place UPC Here Potency of Vitamin E verified by current USP. SHOP NOW,Vitamin E; Selenium
Natural E 200,GNC,DSLD-1404,Immunity,1787519,3.4,100% natural mixed tocopherols 200 IU ACTUAL SIZE For more information: Lot No./Best By: Potency verified by current USP. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW,Vitamin E
Glucosamine Sulfate 500,GNC,DSLD-1405,Immunity,2440161,3.4,500 mg ACTUAL SIZE Conforms to USP <2091> for weight. Meets USP <2040> disintegration. For more information: helps promote joint flexibility and mobility Lot No./Best By: Made in the USA Place UPC Here Visit us at,D-Glucosamine Sulfate; 2KCl
Natural E 1000,GNC,DSLD-1406,Immunity,1327067,7.3,1000 IU ACTUAL SIZE Daily supplementaion with Vitamin E provides dietary support for healthy heart lung prostate and digestive tract function. For more information: helps support a healthy cardiovascular system Potency verified by current USP. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW,Vitamin E
Natural E 1000,GNC,DSLD-1407,Immunity,1708062,8.0,100% natural helps support a healthy cardiovascular system 1000 IU ACTUAL SIZE For more information: Lot No./Best By: Potency verified by current USP. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW,Vitamin E
Quercetin 500,GNC,DSLD-1408,Immunity,2556979,5.5,500 mg ACTUAL SIZE Made in the USA Potency verified by GNC procedure #5260. Conforms to USP <2091> for weight. Meets USP <2040> for disintegration.,Calcium; Quercetin Dihydrate
Calcium Plus With Magnesium,GNC,DSLD-1409,Immunity,3064113,5.9,ACTUAL SIZE adequate calcium in a healthy diet may reduce the risk of osteoporosis later in life For more information: GELCAPS Lot No./Best By: Place UPC Here Potencies verified by GNC procedure #4000. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW,Calcium; Magnesium
Calcium Complete,GNC,DSLD-1410,Immunity,1186272,4.7,ACTUAL SIZE adequate calcium in a healthy diet may reduce the risk of osteoporosis later in life For more information: GELCAPS Made in the USA Potencies verified by GNC procedure #4000. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. Visit us at,Calcium; Magnesium
Vitamin C 1000 with Bioflavonoids,GNC,DSLD-1411,Immunity,3957553,8.4,1000 mg ACTUAL SIZE Made in the USA Potency verified by GNC procedure #5027. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. Vitamin C is essential for health bones teeth blood vessels and collagen.,Vitamin C; Citrus Bioflavonoids Complex
Vitamin C 1000 With Citrus Bioflavonoids,GNC,DSLD-1412,Immunity,2045260,3.1,1000 mg ACTUAL SIZE For more information: Lot No./Best By: Potency verified by GNC procedure #5027. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW Vitamin C is essential for health bones teeth blood vessels and collagen.,Vitamin C; Citrus Bioflavonoids Complex
Calcium Citrate 1000,GNC,DSLD-1413,Immunity,3008608,3.0,ACTUAL SIZE essential for building strong bones For more information: Lot No./Best By: Place UPC Here Potency verified by GNC procedure #4000. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW,Calcium
Potassium Plus 99 mg,GNC,DSLD-1414,Immunity,2123894,9.4,99 mg ACTUAL SIZE For more information: Lot No./Best By: Potencies verified by GNC procedure #5015. Conforms to USP <2091> for weight. Disintegrates over six hours for timed-release benefit. SHOP NOW TIMED RELEASE,Vitamin A; Vitamin C; Riboflavin; Vitamin B6; Pantothenic Acid; Calcium; Phosphorus; Magnesium; Zinc; Potassium
Copper 2,GNC,DSLD-1415,Immunity,3529627,2.9,2 mg ACTUAL SIZE CHELATED For more information: important iron absorption Lot No./Best By: Place UPC Here Potency verified by GNC procedure #4000. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW,Copper
Vitamin K 100,GNC,DSLD-1416,Immunity,3862596,9.3,100 mcg ACTUAL SIZE For more information: helps the body transport calcium Lot No./Best By: Potency verified by GNC procedure #5024. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW,Vitamin K
Vitamin E 400,GNC,DSLD-1417,Immunity,465626,2.2,400 IU ACTUAL SIZE For more information: helps support a healthy cardiovascular system Lot No./Best By: Place UPC Here Potency verified by current USP. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW,Vitamin E
Vitamin C 1000 With Rose Hips,GNC,DSLD-1418,Immunity,2186652,5.4,1000 mg ACTUAL SIZE For more information: Lot No./Best By: Made in the USA Place UPC Here Potency verified by GNC procedure #5027. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. Some scientific evidence suggests the consumption of antioxidant vitamins may reduct the risk of certain forms of cancer. However the FDA has determined that this evidence is limited and not conclusive. Visit us at,Vitamin C
Vitamin C 1000 With Rose Hips,GNC,DSLD-1419,Immunity,1969489,1.1,1000 mg ACTUAL SIZE For more information: Lot No./Best By: Made in the USA Place UPC Here Potency verified by GNC procedure #5027. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. Some scientific evidence suggests the consumption of antioxidant vitamins may reduct the risk of certain forms of cancer. However FDA has determined that this evidence is limited and not conclusive. Visit us at,Vitamin C
Vitamin B-12 500,GNC,DSLD-1420,Immunity,1011342,9.5,500 mcg ACTUAL SIZE essential for energy production Potency verified by GNC procedure #5037. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW,Vitamin B12
Vitamin B-12 500,GNC,DSLD-1421,Immunity,4458266,2.3,500 mcg ACTUAL SIZE B-Vitamins are essential for carbohydrate metabolism and energy production. essential for carbohydrate metabolism Made in the USA Potency verified by GNC procedure #5037. Conforms to USP <2091> for weight. Meets USP <2040> disintegration.,Vitamin B12
Vitamin C 500 mg,GNC,DSLD-1422,Immunity,1354739,7.0,500 mg For more information: Lot No./Best By: Place UPC Here Potency verified by GNC procedure #5027. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW,Vitamin C
Vitamin C 500 mg,GNC,DSLD-1423,Immunity,1238022,8.6,500 mg ACTUAL SIZE For more information: Lot No./Best By: Made in the USA Potency verified by GNC procedure #5027. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. Visit us at,Vitamin C
Vitamin C 500 mg,GNC,DSLD-1424,Immunity,1692488,9.3,500 mg ACTUAL SIZE Consumption of antioxidant vitamins may reduce the risk of certain cancers. Some scientific evidence suggests the consumption of these antioxidant vitamins may reduce the risk of certain forms of cancer. However the FDA has determinded that this evidence is limited and not conclusive. For more information: Lot No./Best By: Made in the USA Potency verified by GNC procedure #5027. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. Visit us at,Vitamin C
Beta-Carotene 15 mg (25000 IU),GNC,DSLD-1425,Immunity,431344,8.8,15 mg (25000 IU) ACTUAL SIZE beta-Carotene is a precursor to Vitamin A which is essential for normal vision. For more information: Lot No./Best By: Potency verified by GNC procedure #5120. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW supports eye health,Vitamin A
Pantothenic Acid 500,GNC,DSLD-1426,Immunity,1445500,6.0,500 mg ACTUAL SIZE For more information: Lot No./Best By: Made in the USA Pantothenic Acid is essential to metabolic processes in the body. Potency verified by GNC procedure #5118. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. required for energy metabolism SHOP NOW,Pantothenic Acid
Zinc 100,GNC,DSLD-1427,Immunity,2773013,7.9,100 mg ACTUAL SIZE CHELATED For more information: Lot No./Best By: may help support natural resistance Potency verified by GNC procedure #4000. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. Visit us at,Zinc
Triple Lecithin 1200 mg,GNC,DSLD-1428,Immunity,2533261,1.7,ACTUAL SIZE Conforms to USP <2091> for weight. Meets USP <2040> disintegration. For more information: Lecithin may help the body emulsify fat. Chromium is involved in normal glucose ultilization. Phosphatidyl Choline provides dietary support for a healthy liver. Made in the USA,Calories; Calories from Fat; Total Fat; Chromium; High Choline Soy Lecithin
Pumpkin Seed Oil 1000 mg,GNC,DSLD-1429,Immunity,2945690,5.4,1000 mg ACTUAL SIZE Conforms to USP <2091> for weight. Meets USP <2040> disintegration. For more information: SHOP NOW supports prostate health,Calories; Calories from Fat; Total Fat; Polyunsaturated Fat
Melatonin 3,GNC,DSLD-1430,Sleep & Relaxation,2487236,9.0,3 mg ACTUAL SIZE For more information: Lot No./Best By: Made in the USA Place UPC Here Potencies verified by GNC procedures #5008 and #5103. Conforms to USP <2091> for weight. Meets USP <2040> for disintegration. supports restful sleep Visit us at,Vitamin B6; Melatonin
Melatonin 3 mg,GNC,DSLD-1431,Sleep & Relaxation,1090748,2.7,3 mg ACTUAL SIZE For more information: Made in the USA Potencies verified by GNC procedures #5008 and #5103. Conforms to USP <2091> for weight. Meets USP <2040> for disintegration. supports restful sleep Visit us at,Vitamin B6; Melatonin
Multi-Gel,GNC Multi,DSLD-1432,Beauty From Within,3591637,1.9,27 INGREDIENTS For more information: Lot No./Best By: Made in the USA Potencies verified by GNC procedure #5015. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. Visit us at,Vitamin A; Vitamin C; Vitamin D; Vitamin E; Thiamine; Riboflavin; Niacin; Vitamin B6; Folic Acid; Vitamin B12; Biotin; Pantothenic Acid; Calcium; Iron; Phosphorus; Iodine; Magnesium; Zinc; Selenium; Copper; Manganese; Potassium; Soybean Oil; Lecithin; Inositol; Para-Aminobenzoic Acid; Choline
Multi-Gel Without Iron,GNC Multi,DSLD-1433,Beauty From Within,1596482,9.3,26 INGREDIENTS ACTUAL SIZE For more information: GNC GUARANTEE Use any GNC supplement for as little as 10 days. It you are not 100% completely satisfied return the unused portion of the product with proof of purchase to your GNC store for a complete refund of your purchase price. No questions asked! GNC QUALITY COMMITMENT GNC is the leader in the development and manufacture of dietary supplements committed to producing the highest quality products available. This commitment begins with quality designed supplement formulations. Every raw material that goes into a GNC supplement is guaranteed as to quality and potency. Each product is dated and then shipped immediately to our stores so you can be sure you are purchasing the freshest supplements available. At GNC we extend our quality commitment to you by offering our money-back guarantee. Made in the USA PM 112911 Potencies verified by GNC procedure #5015. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. Visit us at,Vitamin A; Vitamin C; Vitamin D; Vitamin E; Thiamine; Riboflavin; Niacin; Vitamin B6; Folic Acid; Vitamin B12; Biotin; Pantothenic Acid; Calcium; Phosphorus; Iodine; Magnesium; Zinc; Selenium; Copper; Manganese; Potassium; Soybean Oil; Lecithin; Inositol; Para-Aminobenzoic Acid; Choline
